cell,rotation,estimate
541557114,0,0.00023577128215355244
541557114,10,0.00032903526507390357
541557114,100,0.0002538804026761477
541557114,110,0.00020892199358522689
541557114,120,0.0001482072163975771
541557114,130,0.00010376939614877917
541557114,140,8.50895984721297e-05
541557114,150,0.00010336480547024635
541557114,160,0.00012591225889555205
541557114,170,0.0001385857279133234
541557114,180,0.00012432052662858967
541557114,190,8.32648498332361e-05
541557114,20,0.00036623370369883996
541557114,200,1.0268941361838832e-05
541557114,210,0.00011333176485027948
541557114,220,0.0002546457286403599
541557114,230,0.00043917060441769993
541557114,240,0.0006055659393930164
541557114,250,0.0008057095059081317
541557114,260,0.0010083712735288399
541557114,270,0.0010609130862055624
541557114,280,0.0010471435160197622
541557114,290,0.00096969812701376
541557114,30,0.0003285469326034912
541557114,300,0.0008118878598147991
541557114,310,0.000661168778217178
541557114,320,0.0005049432800719984
541557114,330,0.00031583702528317515
541557114,340,9.477360438671626e-05
541557114,350,7.989248978268728e-05
541557114,40,0.0003191436559277463
541557114,50,0.0003531330100939431
541557114,60,0.00034271239375337887
541557114,70,0.00033758987356737833
541557114,80,0.0003329923704706975
541557114,90,0.0003035765209185432
569835804,0,9.754455186918547e-05
569835804,10,9.115108046093781e-05
569835804,100,9.367456247227348e-05
569835804,110,0.00010908689990408561
569835804,120,0.00011777463077461738
569835804,130,0.00011434391846604423
569835804,140,0.00011849296901658586
569835804,150,0.00012612689166596346
569835804,160,0.00013086183216328058
569835804,170,0.00012310116039081247
569835804,180,0.00011052314885804815
569835804,190,0.00010416782167800204
569835804,20,8.175555425968096e-05
569835804,200,9.482673669652737e-05
569835804,210,9.218628538399108e-05
569835804,220,9.477627961070659e-05
569835804,230,9.545581721408317e-05
569835804,240,8.908241464478033e-05
569835804,250,8.285054371239909e-05
569835804,260,5.5532506722709524e-05
569835804,270,1.2207275423840358e-05
569835804,280,2.255207776311585e-05
569835804,290,4.463581007464423e-05
569835804,30,6.511570099212808e-05
569835804,300,6.417405944184195e-05
569835804,310,7.601094165563297e-05
569835804,320,8.569417524218174e-05
569835804,330,9.812518383183909e-05
569835804,340,9.472460575107527e-05
569835804,350,9.204564202653127e-05
569835804,40,5.2573225088555447e-05
569835804,50,3.620605475545878e-05
569835804,60,4.378184876306366e-06
569835804,70,2.8541721082330575e-05
569835804,80,5.529072211605411e-05
569835804,90,7.630515510667621e-05
569860121,0,2.970773183010573e-05
569860121,10,7.28660573012398e-05
569860121,100,0.000223578950918806
569860121,110,0.00020926510011922927
569860121,120,0.00018456670871253123
569860121,130,0.00016187893902172015
569860121,140,0.00014570712524805777
569860121,150,0.00013704263651989
569860121,160,0.00011623895202879844
569860121,170,0.00010120890393239928
569860121,180,7.445507931333467e-05
569860121,190,4.051988661230516e-05
569860121,20,0.0001048365207590946
569860121,200,1.8347792177859543e-05
569860121,210,5.744797437856929e-05
569860121,220,0.0001247632006480772
569860121,230,0.00019758446198941314
569860121,240,0.00026847323109151574
569860121,250,0.0003142218874203892
569860121,260,0.00035124887946601496
569860121,270,0.00038085295713421443
569860121,280,0.00038260935858005433
569860121,290,0.0003497670329064219
569860121,30,0.00013233128971170663
569860121,300,0.0003143120100799877
569860121,310,0.000258094648156694
569860121,320,0.0001921857466047472
569860121,330,0.000127704674782129
569860121,340,6.212422801425478e-05
569860121,350,1.9886811971654558e-05
569860121,40,0.00015437322030915983
569860121,50,0.00018252126152865772
569860121,60,0.00020297518142619589
569860121,70,0.0002166092571735909
569860121,80,0.00023023811581806286
569860121,90,0.00023150919857778306
571732727,0,0.000771201527669511
571732727,10,0.0008630661852255458
571732727,100,0.0006340582771783624
571732727,110,0.0005883187712832504
571732727,120,0.0005853417734032444
571732727,130,0.0005521018885127075
571732727,140,0.0005063125714232211
571732727,150,0.0004285467043061583
571732727,160,0.0003616497757871957
571732727,170,0.0003217835829555822
571732727,180,0.0003211572616290362
571732727,190,0.00024246054140876676
571732727,20,0.000885079365738803
571732727,200,0.00018699376570328945
571732727,210,8.114083325340277e-05
571732727,220,0.0002050182593010122
571732727,230,0.0007354691562212652
571732727,240,0.0015209201550389529
571732727,250,0.0026065192916832946
571732727,260,0.003753599826630121
571732727,270,0.004226021551746049
571732727,280,0.0032765427795833045
571732727,290,0.0019838232064567462
571732727,30,0.0009650798508968432
571732727,300,0.0009861179331148418
571732727,310,0.0004527108581699012
571732727,320,7.693732294016063e-05
571732727,330,0.00022297069052306894
571732727,340,0.0004758538663257732
571732727,350,0.000673670733673956
571732727,40,0.0010111231266361433
571732727,50,0.0009230820321837639
571732727,60,0.0008508756520779963
571732727,70,0.0008050115136071761
571732727,80,0.0007709217597539782
571732727,90,0.0006970711663764296
576110753,0,4.200170901802884e-05
576110753,10,1.5986711280341597e-05
576110753,100,0.00022652068123280088
576110753,110,0.00026495588227341685
576110753,120,0.0003168308979506337
576110753,130,0.00035707888543970543
576110753,140,0.0003725146393949209
576110753,150,0.00036709606387852966
576110753,160,0.00031696839014112464
576110753,170,0.00025126274033987944
576110753,180,0.00019525888775901186
576110753,190,0.00015965396469140857
576110753,20,1.7987600160657217e-05
576110753,200,9.656101643115143e-05
576110753,210,2.6660461957799344e-05
576110753,220,6.736648913171909e-05
576110753,230,0.00016175412681519177
576110753,240,0.00023726694024618817
576110753,250,0.0003296724514558249
576110753,260,0.00036308862735919955
576110753,270,0.00035753374604589086
576110753,280,0.00037896947122779354
576110753,290,0.0004196512418533595
576110753,30,4.0952001197412256e-05
576110753,300,0.0004310369079973287
576110753,310,0.0003705338086541717
576110753,320,0.0002685226019284512
576110753,330,0.00018232041555235574
576110753,340,0.00012492066397905432
576110753,350,7.60549685431623e-05
576110753,40,7.021727059432491e-05
576110753,50,9.365507338263601e-05
576110753,60,0.00010553146886716771
576110753,70,0.00013022427788280782
576110753,80,0.00015140199999591426
576110753,90,0.00018139461469768314
576118161,0,0.00014078219193629454
576118161,10,5.102030139661444e-05
576118161,100,0.0005039252118089356
576118161,110,0.0005260318249966287
576118161,120,0.000540237682376341
576118161,130,0.0004908368707605671
576118161,140,0.0004808112288449608
576118161,150,0.0004424539571960531
576118161,160,0.00039504422369090043
576118161,170,0.00036795588193925627
576118161,180,0.0003317485814987602
576118161,190,0.0003046847743994859
576118161,20,3.447457946265689e-05
576118161,200,0.00024814783811663983
576118161,210,0.00020700163599445865
576118161,220,0.00014737470858633715
576118161,230,8.238628010981847e-05
576118161,240,2.823616965119025e-05
576118161,250,1.563610126006855e-05
576118161,260,5.9715424273545556e-05
576118161,270,0.0001310949445691344
576118161,280,0.0002102483843666858
576118161,290,0.00030524000359062186
576118161,30,0.00012258237555162185
576118161,300,0.00035919763548886055
576118161,310,0.0003500197530115674
576118161,320,0.00033037963813104215
576118161,330,0.0003004223275824483
576118161,340,0.00024286523470697373
576118161,350,0.00020724105942251654
576118161,40,0.00020317629000474803
576118161,50,0.0003195021514505946
576118161,60,0.0003907431208372709
576118161,70,0.00045101008784394485
576118161,80,0.0004724870786653694
576118161,90,0.00047219473222453903
595572609,0,0.00030153287726136893
595572609,10,0.0002941044805058865
595572609,100,0.00034287529488331246
595572609,110,0.0003997372544727328
595572609,120,0.00045605602957574944
595572609,130,0.0004313160246916219
595572609,140,0.00042107275935470914
595572609,150,0.0003884179671131322
595572609,160,0.0003573585853795771
595572609,170,0.0003158937841953803
595572609,180,0.0002386788962618932
595572609,190,0.00011351030708144048
595572609,20,0.00028329113575949866
595572609,200,5.8665908650129675e-05
595572609,210,0.00023427324032424896
595572609,220,0.0005345672872618315
595572609,230,0.0009500127577743606
595572609,240,0.0014713671853866825
595572609,250,0.0019970630129050844
595572609,260,0.0022320898173322705
595572609,270,0.0019109943667252277
595572609,280,0.0014241635853607052
595572609,290,0.0008343706541188661
595572609,30,0.0003006858456846132
595572609,300,0.00038634874035582906
595572609,310,0.00015157273044168676
595572609,320,9.167692640927146e-06
595572609,330,0.00013155804867981383
595572609,340,0.00023052913889072204
595572609,350,0.0002797330387366568
595572609,40,0.00026684590002740496
595572609,50,0.00024554794262350815
595572609,60,0.0002564855338656534
595572609,70,0.000266398885872736
595572609,80,0.0002781249454414036
595572609,90,0.0003040314942357779
595583062,0,0.0001425188367391038
595583062,10,0.00010523931259321568
595583062,100,0.00022853451667120378
595583062,110,0.00023853152706082003
595583062,120,0.00025745578227358973
595583062,130,0.00024936218073305573
595583062,140,0.0002486635695751381
595583062,150,0.00024106858216000514
595583062,160,0.0002224727772205413
595583062,170,0.0001920800797433693
595583062,180,0.00016292817449308161
595583062,190,0.0001317259239642031
595583062,20,6.650663798792767e-05
595583062,200,0.00011688571792633755
595583062,210,6.6330058066851e-05
595583062,220,3.401296815331827e-05
595583062,230,1.2930869711507862e-05
595583062,240,7.634137988559226e-05
595583062,250,0.00014778430438143264
595583062,260,0.00021066962372169796
595583062,270,0.00029394408813243373
595583062,280,0.0003513469847986852
595583062,290,0.0003606019328843924
595583062,30,3.0689769615557566e-05
595583062,300,0.0003657830140611384
595583062,310,0.0003554892981086342
595583062,320,0.00030029490969191435
595583062,330,0.0002473647407712435
595583062,340,0.00019962118945285407
595583062,350,0.00015665250801986296
595583062,40,4.362129426325556e-06
595583062,50,3.2116310448660135e-05
595583062,60,6.912060630885321e-05
595583062,70,0.00010724364542117902
595583062,80,0.00015483675974892904
595583062,90,0.00019134454941595303
602165685,0,4.7848974759227057e-05
602165685,10,7.793489106244173e-05
602165685,100,0.00023991452201586443
602165685,110,0.00021227690557772778
602165685,120,0.0001731573373825329
602165685,130,0.0001347418846718911
602165685,140,9.897371748357668e-05
602165685,150,6.855380771020667e-05
602165685,160,2.717060417166488e-05
602165685,170,1.5648124736742125e-05
602165685,180,3.6751644028169784e-05
602165685,190,7.723884604638136e-05
602165685,20,0.00013929748283153347
602165685,200,0.00012053631903890795
602165685,210,0.00015819856559558119
602165685,220,0.00020787659600276652
602165685,230,0.0002066032119850091
602165685,240,0.00022596973730065143
602165685,250,0.0002428673350534691
602165685,260,0.00025655716098915644
602165685,270,0.0002522011529484681
602165685,280,0.00023427569649556878
602165685,290,0.00019059884365330303
602165685,30,0.0001904322417954761
602165685,300,0.0001588548395260066
602165685,310,0.00011965513665086356
602165685,320,8.80940757134591e-05
602165685,330,5.541453504740248e-05
602165685,340,3.0052697078831245e-05
602165685,350,3.0713233860423487e-06
602165685,40,0.00022063967989407378
602165685,50,0.00023040531982590682
602165685,60,0.0002474989789482267
602165685,70,0.00025975818684019383
602165685,80,0.00026629811559238234
602165685,90,0.00026148844790415613
653804581,0,0.00026144148641752795
653804581,10,0.0003270999394973109
653804581,100,0.00026429129329095093
653804581,110,0.0002570706435374463
653804581,120,0.0002389212024730574
653804581,130,0.00023567534968306356
653804581,140,0.00022075025947040366
653804581,150,0.00022120615837127938
653804581,160,0.00021321420913638704
653804581,170,0.00019522304055122873
653804581,180,0.00012224116365115717
653804581,190,8.810961018942043e-06
653804581,20,0.00035058400737509395
653804581,200,0.00011058068987595995
653804581,210,0.0002277372466904845
653804581,220,0.0003582590676625532
653804581,230,0.00047233381718747027
653804581,240,0.0006042800377311623
653804581,250,0.0007311561122230156
653804581,260,0.0008075558714726526
653804581,270,0.0008079279758986847
653804581,280,0.0007732371080073442
653804581,290,0.0006668751740575785
653804581,30,0.0003639101400845967
653804581,300,0.0005634028933236613
653804581,310,0.00044703173503379384
653804581,320,0.00030540848283768467
653804581,330,0.00017534125828116664
653804581,340,3.691561601692117e-05
653804581,350,0.00013589261859867476
653804581,40,0.0003525187284974158
653804581,50,0.00033111250294695985
653804581,60,0.0003018622429591787
653804581,70,0.0002781119781299549
653804581,80,0.0002718736074495022
653804581,90,0.0002677846165196675
653854241,0,5.623081734922069e-05
653854241,10,6.287024481361369e-05
653854241,100,0.0005129117449739986
653854241,110,0.000495727887432591
653854241,120,0.00048802469661030014
653854241,130,0.0004817441414234192
653854241,140,0.00045805033403730584
653854241,150,0.00043531603978236863
653854241,160,0.0003917378261618898
653854241,170,0.0003367849560604384
653854241,180,0.00027302097422453087
653854241,190,0.0001857247579549451
653854241,20,0.00018112693292102205
653854241,200,9.240842754215531e-05
653854241,210,3.464613780936221e-05
653854241,220,0.00018026792786663426
653854241,230,0.00031801187516704256
653854241,240,0.0004466430037561856
653854241,250,0.0005608280335760096
653854241,260,0.0006737860814359526
653854241,270,0.0007591986711837703
653854241,280,0.0007874147967565821
653854241,290,0.0007800491432287904
653854241,30,0.000291733822902326
653854241,300,0.0007290287289063474
653854241,310,0.0006510250554878874
653854241,320,0.0005520166066026465
653854241,330,0.00042878811534693994
653854241,340,0.0003025034489158692
653854241,350,0.000179953528866843
653854241,40,0.00036336417978174215
653854241,50,0.0004231611268843494
653854241,60,0.0004571359459052562
653854241,70,0.00048493932331508227
