cell,rotation,estimate
541557114,0,0.0007453931034507775
541557114,10,0.0008955326763980195
541557114,100,0.000351342039345756
541557114,110,0.0002826687229341623
541557114,120,0.00015683509132020994
541557114,130,5.905960442504145e-05
541557114,140,3.8829765330852976e-05
541557114,150,9.382256379165451e-05
541557114,160,0.00019536840236323858
541557114,170,0.0002631010189199899
541557114,180,0.0003351287522018615
541557114,190,0.0003010330360381634
541557114,20,0.0009546419908079408
541557114,200,0.00013074948419496555
541557114,210,6.169374598041132e-05
541557114,220,0.00038895216821079655
541557114,230,0.0008238762379560735
541557114,240,0.0013968646203664323
541557114,250,0.0021390390578039185
541557114,260,0.003023943847357541
541557114,270,0.003673964401810488
541557114,280,0.0038228292210182096
541557114,290,0.003421574295246281
541557114,30,0.0007709544732126648
541557114,300,0.002647526450187791
541557114,310,0.0019115829130899918
541557114,320,0.001196835999853356
541557114,330,0.0005726541443929062
541557114,340,2.458846931345716e-06
541557114,350,0.0004862328866013057
541557114,40,0.0007307783211402545
541557114,50,0.0007124166719257543
541557114,60,0.0006836569672081385
541557114,70,0.0006206548451455705
541557114,80,0.0005827246434276687
541557114,90,0.00047910261663790726
569835804,0,0.00020548168788613697
569835804,10,0.00018410560495300476
569835804,100,0.00020996175507569003
569835804,110,0.0002454800967812962
569835804,120,0.0002569622115611976
569835804,130,0.00026939167612508366
569835804,140,0.0002706129707820565
569835804,150,0.00028420715317294836
569835804,160,0.0002870635447941972
569835804,170,0.0002641057492951003
569835804,180,0.00023482321782611912
569835804,190,0.00021571111773964892
569835804,20,0.0001595063592123113
569835804,200,0.0001914000222736585
569835804,210,0.00020164067806224974
569835804,220,0.0002054561519042438
569835804,230,0.00021604770344015907
569835804,240,0.0002210406368941527
569835804,250,0.00020999643612285577
569835804,260,0.00016888106165579146
569835804,270,7.322940048743666e-05
569835804,280,9.216131037009166e-06
569835804,290,8.01292888383816e-05
569835804,30,0.00010882927943100081
569835804,300,0.0001216246342935076
569835804,310,0.00017458857074443754
569835804,320,0.0001950865337960291
569835804,330,0.00021536044948984806
569835804,340,0.00021306394261771548
569835804,350,0.00019630933899492735
569835804,40,7.579766093436676e-05
569835804,50,2.5765744662216785e-05
569835804,60,4.1926287082648064e-05
569835804,70,0.00010424466748528929
569835804,80,0.00015388176769469205
569835804,90,0.00018583164019472185
569860121,0,0.00012107199551418513
569860121,10,0.00020236314526815878
569860121,100,0.00046811555680434695
569860121,110,0.0004383907553777597
569860121,120,0.0003810434116973728
569860121,130,0.0003301698077159798
569860121,140,0.0003060409549695747
569860121,150,0.0003013892870991252
569860121,160,0.0002816127343582439
569860121,170,0.0002368421569907362
569860121,180,0.0002025915543785098
569860121,190,0.00014847853360009015
569860121,20,0.00026157958098086055
569860121,200,5.087256366857409e-05
569860121,210,8.770016295390028e-05
569860121,220,0.00022062744742694254
569860121,230,0.00043282964241133547
569860121,240,0.0006159853383800562
569860121,250,0.0007945504206618838
569860121,260,0.0009013835729224068
569860121,270,0.0009799837004730986
569860121,280,0.0009970879058339892
569860121,290,0.0009154812526390129
569860121,30,0.00031247029825681944
569860121,300,0.0008051831209035724
569860121,310,0.0006083354076203086
569860121,320,0.0004330536289197252
569860121,330,0.00023508162506996844
569860121,340,7.290373049668729e-05
569860121,350,2.0449106501219946e-05
569860121,40,0.0003470854917321472
569860121,50,0.00037939968057086994
569860121,60,0.0004185556831045209
569860121,70,0.0004504094249103664
569860121,80,0.00045873636402974825
569860121,90,0.0004684125007684001
571732727,0,0.0017535967733750889
571732727,10,0.0018527849494022752
571732727,100,0.0015090568647614254
571732727,110,0.0013722416975594251
571732727,120,0.0012498870356897635
571732727,130,0.001187907619936176
571732727,140,0.001105231148860907
571732727,150,0.001012057547699756
571732727,160,0.000938332088218188
571732727,170,0.0008425032450465404
571732727,180,0.0008892352587210675
571732727,190,0.0009491122598575439
571732727,20,0.001980305112154698
571732727,200,0.0009688672030159624
571732727,210,0.0010608350572415721
571732727,220,0.0008596520224403686
571732727,230,0.00019385866988480698
571732727,240,0.0007943131886258512
571732727,250,0.0022799353632519197
571732727,260,0.008100564627829827
571732727,270,0.004542204970513287
571732727,280,0.0032854212064299957
571732727,290,0.0015313462260782905
571732727,30,0.0020481418565250057
571732727,300,0.000273025333601327
571732727,310,0.0005986454712194461
571732727,320,0.0010020176794357074
571732727,330,0.0012597004600918462
571732727,340,0.001457183467052395
571732727,350,0.001583636043519246
571732727,40,0.0021414552871765616
571732727,50,0.0020466092691701866
571732727,60,0.0018827307604167387
571732727,70,0.001762021834078106
571732727,80,0.0016725126134981584
571732727,90,0.0016697548778309744
576110753,0,0.00010819740839611075
576110753,10,4.513010282682886e-05
576110753,100,0.00042442106766498843
576110753,110,0.0005021094849100823
576110753,120,0.000639392461765527
576110753,130,0.0007146187248780814
576110753,140,0.0007589144512875018
576110753,150,0.0007809358555221186
576110753,160,0.0007289673827521351
576110753,170,0.0006196566855830869
576110753,180,0.0005044189654969718
576110753,190,0.0004412510523026247
576110753,20,1.1999900165621247e-06
576110753,200,0.00037890929242623945
576110753,210,0.00020624954073634517
576110753,220,1.8526307900885498e-05
576110753,230,0.00017617692121383785
576110753,240,0.0003907397957996473
576110753,250,0.0006218972463015258
576110753,260,0.0007269133854660237
576110753,270,0.0007700940209098132
576110753,280,0.0007857053478729793
576110753,290,0.0006933773784893694
576110753,30,4.490126604950152e-05
576110753,300,0.000684596487473235
576110753,310,0.0005108170097224966
576110753,320,0.0002426078294610503
576110753,330,0.00022763434608950075
576110753,340,0.0001971395366682973
576110753,350,0.0001466867276977177
576110753,40,0.00012245067579394638
576110753,50,0.00011015924026011332
576110753,60,0.0001323951779895413
576110753,70,0.00017844936187693945
576110753,80,0.0002169291345161565
576110753,90,0.0003233335564188607
576118161,0,0.00010166756051872284
576118161,10,6.207864639374632e-05
